MSC_Id,,02-Apr-20,03-Apr-20,04-Apr-20,05-Apr-20,06-Apr-20,07-Apr-20,08-Apr-20,09-Apr-20,10-Apr-20,11-Apr-20,12-Apr-20,13-Apr-20,14-Apr-20,15-Apr-20,16-Apr-20,17-Apr-20,18-Apr-20,19-Apr-20,20-Apr-20,21-Apr-20,22-Apr-20,23-Apr-20,24-Apr-20,25-Apr-20,26-Apr-20,27-Apr-20,28-Apr-20,29-Apr-20,30-Apr-20,01-May-20,02-May-20,03-May-20,04-May-20,05-May-20,06-May-20,07-May-20,08-May-20,09-May-20,10-May-20,11-May-20,12-May-20,13-May-20,14-May-20,15-May-20,16-May-20,17-May-20,18-May-20,19-May-20,20-May-20,21-May-20,22-May-20,23-May-20,24-May-20,25-May-20,26-May-20,27-May-20,28-May-20,29-May-20,30-May-20,31-May-20,01-Jun-20,02-Jun-20,03-Jun-20,04-Jun-20,05-Jun-20,06-Jun-20,07-Jun-20,08-Jun-20,09-Jun-20,10-Jun-20,11-Jun-20,12-Jun-20,13-Jun-20,14-Jun-20,15-Jun-20,16-Jun-20,17-Jun-20,18-Jun-20,19-Jun-20,20-Jun-20,21-Jun-20,22-Jun-20,23-Jun-20,24-Jun-20,25-Jun-20,26-Jun-20,27-Jun-20,28-Jun-20,29-Jun-20,30-Jun-20,01-Jul-20,02-Jul-20,03-Jul-20,04-Jul-20,05-Jul-20,06-Jul-20,07-Jul-20,08-Jul-20,09-Jul-20,10-Jul-20,11-Jul-20,12-Jul-20,13-Jul-20,14-Jul-20,15-Jul-20,16-Jul-20,17-Jul-20,18-Jul-20,19-Jul-20,20-Jul-20,21-Jul-20,22-Jul-20,23-Jul-20,24-Jul-20,25-Jul-20,26-Jul-20,27-Jul-20,28-Jul-20,29-Jul-20,30-Jul-20,31-Jul-20,01-Aug-20,02-Aug-20,03-Aug-20,04-Aug-20,05-Aug-20,06-Aug-20,07-Aug-20,08-Aug-20,09-Aug-20,10-Aug-20,11-Aug-20,12-Aug-20,13-Aug-20,14-Aug-20,15-Aug-20,16-Aug-20,17-Aug-20,18-Aug-20,19-Aug-20,20-Aug-20,21-Aug-20,22-Aug-20,23-Aug-20,24-Aug-20,25-Aug-20,26-Aug-20,27-Aug-20,28-Aug-20,29-Aug-20,30-Aug-20,31-Aug-20,01-Sep-20,02-Sep-20,03-Sep-20,04-Sep-20,05-Sep-20,06-Sep-20,07-Sep-20,08-Sep-20,09-Sep-20,10-Sep-20,11-Sep-20,12-Sep-20,13-Sep-20,14-Sep-20,15-Sep-20,16-Sep-20,17-Sep-20,18-Sep-20,19-Sep-20,20-Sep-20,21-Sep-20,22-Sep-20,23-Sep-20,24-Sep-20,25-Sep-20,26-Sep-20,27-Sep-20,28-Sep-20,29-Sep-20,30-Sep-20,01-Oct-20,02-Oct-20,03-Oct-20,04-Oct-20,05-Oct-20,06-Oct-20,07-Oct-20,08-Oct-20,09-Oct-20,10-Oct-20,11-Oct-20,12-Oct-20,13-Oct-20,14-Oct-20,15-Oct-20,16-Oct-20,17-Oct-20,18-Oct-20,19-Oct-20,20-Oct-20,21-Oct-20,22-Oct-20,23-Oct-20,24-Oct-20,25-Oct-20,26-Oct-20,27-Oct-20,28-Oct-20,29-Oct-20,30-Oct-20,31-Oct-20,01-Nov-20,02-Nov-20,03-Nov-20,04-Nov-20,05-Nov-20,06-Nov-20,07-Nov-20,08-Nov-20,09-Nov-20,10-Nov-20,11-Nov-20,12-Nov-20,13-Nov-20,14-Nov-20,15-Nov-20,16-Nov-20,17-Nov-20,18-Nov-20,19-Nov-20,20-Nov-20,21-Nov-20,22-Nov-20,23-Nov-20,24-Nov-20,25-Nov-20,26-Nov-20,27-Nov-20,28-Nov-20,29-Nov-20,30-Nov-20,01-Dec-20,02-Dec-20,03-Dec-20,04-Dec-20,05-Dec-20,06-Dec-20,07-Dec-20,08-Dec-20,09-Dec-20,10-Dec-20,11-Dec-20,12-Dec-20,13-Dec-20,14-Dec-20,15-Dec-20,16-Dec-20,17-Dec-20,18-Dec-20,19-Dec-20,20-Dec-20,21-Dec-20,22-Dec-20,23-Dec-20,24-Dec-20,25-Dec-20,26-Dec-20,27-Dec-20,28-Dec-20,29-Dec-20,30-Dec-20,31-Dec-20,01-Jan-21,02-Jan-21,03-Jan-21,04-Jan-21,05-Jan-21,06-Jan-21,07-Jan-21,08-Jan-21,09-Jan-21,10-Jan-21,11-Jan-21,12-Jan-21,13-Jan-21,14-Jan-21,15-Jan-21,16-Jan-21,17-Jan-21,18-Jan-21,19-Jan-21,20-Jan-21,21-Jan-21,22-Jan-21,23-Jan-21,24-Jan-21,25-Jan-21,26-Jan-21,27-Jan-21,28-Jan-21,29-Jan-21,30-Jan-21,31-Jan-21,01-Feb-21,02-Feb-21,03-Feb-21,04-Feb-21,05-Feb-21,06-Feb-21,07-Feb-21,08-Feb-21,09-Feb-21,10-Feb-21,11-Feb-21,12-Feb-21,13-Feb-21,14-Feb-21,15-Feb-21,16-Feb-21,17-Feb-21,18-Feb-21,19-Feb-21,20-Feb-21,21-Feb-21,22-Feb-21,23-Feb-21,24-Feb-21,25-Feb-21,26-Feb-21,27-Feb-21,28-Feb-21,01-Mar-21,02-Mar-21,03-Mar-21,04-Mar-21,05-Mar-21,06-Mar-21,07-Mar-21,08-Mar-21,09-Mar-21,10-Mar-21,11-Mar-21,12-Mar-21,13-Mar-21,14-Mar-21,15-Mar-21,16-Mar-21,17-Mar-21,18-Mar-21,19-Mar-21,20-Mar-21,21-Mar-21,22-Mar-21,23-Mar-21,24-Mar-21,25-Mar-21,26-Mar-21,27-Mar-21,28-Mar-21,29-Mar-21,30-Mar-21,31-Mar-21,01-Apr-21,02-Apr-21,03-Apr-21,04-Apr-21,05-Apr-21,06-Apr-21
NR_MSC_1,Total Mobile Traffic ERL,187.01,167.944,176.854,184.058,185.561,192.803,187.349,,173.25,183.096,189.231,186.624,184.353,184.588,188.81,171.802,182.126,190.109,190.953,195.024,198.858,234.513,152.491,152.568,161.036,167.637,168.879,168.777,169.623,155.496,161.181,166.798,167.205,165.853,166.415,169.44,155.435,162.246,173.17,177.367,175.358,174.678,170.35,159.011,163.659,167.954,168.502,166.786,169.768,173.105,167.273,150.645,345.856,189.614,173.066,170.943,187.563,174.685,186.092,201.54,199.849,199.913,193.824,196.19,172.617,188.958,198.9,198.762,197.822,202.128,197.504,172.402,188.954,197.594,196.683,196.908,196.803,194.544,170.068,188.247,199.647,202.771,200.552,199.411,199.431,172.392,192.505,210.511,209.287,208.548,207.463,203.991,176.179,193.065,202.371,200.98,199.109,179.737,189.862,38.086,36.311,37.082,49.785,196.099,196.025,43.178,129.251,42.172,43.56,26.507,158.637,194.887,192.951,166.089,174.408,21.817,158.664,129.843,111.56,165.023,212.28,181.956,174.109,175.408,176.62,177.287,176.705,159.711,175.357,184.674,187.959,187.379,188.032,184.424,160.329,178.064,188.839,188.122,188.196,187.67,186.401,166.407,178.392,190.507,190.348,191.083,192.198,197.628,168.005,179.802,197.269,195.897,194.616,197.163,191.287,163.445,181.244,193.642,191.804,190.582,187.768,190.94,160.132,177.911,187.482,182.618,182.099,182.926,183.323,158.732,176.374,181.526,179.512,180.133,165.418,169.502,153.266,168.286,184.677,185.472,165.446,184.67,183.169,159.339,175.115,183.369,181.422,180.802,180.94,179.389,155.495,172.203,183.223,180.375,180.692,180.09,178.203,154.282,171.375,180.274,179.174,179.295,180.024,176.456,152.702,169.363,178.862,186.023,187.903,188.996,185.711,159.701,175.409,183.566,183.639,183.938,182.427,177.806,153.697,170.452,176.896,,,182.744,179.789,154.272,170.335,177.303,179.359,177.206,177.43,175.577,154.165,171.233,175.511,172.464,175.011,177.368,183.004,157.86,174.337,182.37,182.171,182.395,183.327,178.853,155.606,172.222,179.43,177.94,179.178,179.4,180.918,153.824,170.611,180.39,178.227,180.16,182.018,177.583,151.956,170.389,180.276,178.102,177.912,178.687,178.224,150.042,165.306,185.959,185.719,186.943,186.571,183.531,158.58,175.361,184.302,182.339,180.302,181.813,181.172,156.484,172.399,183.411,181.045,180.176,179.721,180.844,155.162,173.015,183.686,178.992,176.513,173.94,170.293,146.794,165.71,174.082,179.782,179.974,187.746,187.356,157.658,174.75,184.197,184.622,184.444,185.544,184.744,157.595,171.57,172.739,174.798,180.142,186.746,182.087,156.186,173.822,184.501,183.501,181.888,178.997,175.161,153.377,169.884,177.965,175.355,173.934,176.656,178.867,154.518,171.358,188.878,190.163,191.109,189.889,185.018,157.949,176.427,186.332,183.935,186.176,187.925,183.21,155.855,177.035,188.485,186.97,186.245,188.848,184.685,159.213,176.831,185.606,188.04,183.759,183.133,185.818,159.141,176.684,193.607,191.31,189.822,190.483,189.039,161.253,180.222,187.117,186.749,188.622
NR_MSC_2,Total Mobile Traffic ERL,188.707,169.101,179.022,185.516,187.6,190.645,185.572,,173.311,182.516,189.54,187.852,187.406,188.101,191.443,174.014,183.708,191.869,193.279,196.987,200.988,237.658,153.777,153.579,162.21,168.477,170.271,169.626,170.333,155.624,162.31,169.212,168.729,167.417,167.854,170.798,156.475,164.005,175.055,178.982,176.928,176.612,171.486,160.327,164.745,168.746,169.873,167.976,170.665,174.612,167.968,152.063,346.599,190.779,174.887,172.04,189.323,175.895,187.425,202.86,201.353,200.603,195.852,197.659,174.185,190.431,200.241,199.5,198.625,203.694,199.409,173.488,190.284,198.76,198.284,199.766,198.538,196.55,172.258,189.977,201.476,205.122,203.229,200.632,200.471,174.548,193.033,212.658,210.565,210.785,209.775,205.026,177.576,195.096,204.748,202.795,201.315,201.02,202.201,174.364,191.602,200.718,199.416,198.606,197.927,195.479,169.962,186.407,196.198,194.617,194.536,196.712,194.731,167.702,182.963,190.618,196.853,196.825,196.312,166.473,213.48,183.453,176.114,176.288,178.039,178.313,179.05,160.071,177.672,186.835,189.848,189.883,189.166,186.089,161.139,178.767,189.533,189.093,188.695,189.224,188.946,168.038,179.733,192.309,191.343,192.249,193.569,200.265,169.411,181.288,198.117,196.779,196.059,198.419,192.522,164.146,183.245,196.229,193.419,191.163,189.026,191.662,161.612,179.591,189.297,184.414,184.837,184.956,185.468,160.034,178.042,184.278,181.637,182.045,166.097,170.483,153.222,170.358,186.687,187.143,186.41,184.873,184.144,160.752,177.204,185.161,182.88,181.929,182.633,180.973,156.575,173.42,184.932,181.798,182.568,183.065,179.128,155.087,172.767,180.917,181.112,179.935,181.022,178.644,154.936,171.739,180.699,187.606,188.964,189.4,185.481,160.468,176.391,185.178,184.566,184.459,183.9,182.702,157.005,174.123,180.006,,,184.55,180.957,155.463,172.002,179.456,181.544,179.847,179.713,178.023,155.998,173.357,177.321,174.23,176.586,179.466,184.807,158.59,176.081,181.137,182.842,183.599,184.178,178.772,155.642,172.496,181.097,179.69,180.574,181.46,181.655,154.401,171.129,181.364,178.975,180.64,182.026,178.624,152.506,170.465,179.421,177.849,177.862,178.991,178.078,149.499,166.242,186.408,186.109,188.214,187.312,184.48,159.246,176.29,184.866,184.212,182.737,183.423,181.648,156.307,172.906,184.978,181.69,181.671,181.203,181.859,155.814,173.224,183.616,180.39,178.152,174.281,170.887,146.873,166.106,174.442,179.474,180.408,188.432,187.43,158.452,175.56,185.238,185.016,185.259,187.041,185.399,158.012,172.503,173.627,174.821,181.349,187.067,183.255,157.257,174.809,185.757,184.24,182.325,179.421,176.07,153.653,171.552,179.29,176.914,174.397,176.666,179.848,154.843,172,189.904,191.493,191.684,190.705,185.427,158.932,177.911,187.5,185.047,185.249,187.905,183.188,156.786,177.539,189.52,187.828,187.264,189.093,185.532,159.358,177.711,187.231,188.705,183.741,184.983,186.114,160.481,178.175,194.057,191.647,190.037,191.414,190.334,162.989,181.657,189.028,188.786,190.014
NR_MSC_3,Total Mobile Traffic ERL,392.815,365.096,385.117,394.592,396.516,409.844,397.076,,375.623,392.878,399.644,396.54,397.83,397.656,401.956,375.59,392.766,401.12,399.636,403.175,413.87,485.573,344.385,344.044,350.186,361.125,365.251,363.548,363.261,341.521,351.66,360.974,362.24,361.071,360.207,363.046,341.332,354.36,373.052,377.339,375.763,375.463,365.505,348.363,355.827,361.31,364.096,361.355,368.939,376.226,373.614,359.825,707.257,395.888,370.271,368.412,407.208,381.9,400.012,424.466,419.428,419.681,403.736,405.053,375.093,397.954,417.693,414.514,411.759,423.889,414.005,374.817,401.356,414.455,413.931,416.373,415.168,410.329,373.731,403.448,422.96,427.203,423.621,418.18,420.768,378.934,410.279,439.264,436.622,434.275,429.626,425.14,384.069,412.951,425.167,423.852,419.852,419.425,425.435,381.532,408.686,422.328,417.234,414.036,414.597,410.785,370.173,410.438,413.497,408.532,406.309,410.365,406.636,365.878,392.598,402.713,418.176,415.308,416.161,377.904,468.15,405.508,392.87,390.262,397.206,395.164,391.69,363.731,390.364,402.465,404.525,405.167,401.758,396.353,357.388,385.637,398.656,395.127,393.148,392.061,391.268,359.887,374.065,390.492,386.778,386.616,387.733,400.718,349.115,364.192,392.984,386.218,383.938,377.704,377.301,331.837,361.398,383.331,375.127,371.296,363.39,371.924,323.751,351.784,364.966,354.84,350.768,354.324,358.19,318.532,346.433,354.152,348.838,347.176,318.493,330.492,305.262,329.783,358.318,355.762,353.719,348.984,351.902,314.565,338.69,350.744,345.572,345.149,345.724,344.068,306.133,334.014,351.983,345.616,346.222,342.857,339.675,302.92,330.603,345.558,340.732,340.621,341.212,336.441,301.153,327.646,343.499,364.062,357.182,353.052,346.715,308.129,334.858,346.69,345.253,342.336,343.738,339.657,300.74,327.704,338.799,,,342.022,339.319,301.578,327.792,337.266,341.353,339.522,339.899,337.583,299.452,325.623,337.857,331.681,333.058,338.694,349.377,310.428,334.143,350.285,345.68,345.904,349.158,343.431,306.519,332.566,342.591,338.691,338.835,339.325,344.314,301.379,326.384,343.3,338.855,336.541,340.693,336.412,298.338,327.486,343.168,339.313,337.692,340.695,340.966,297.471,322.077,353.567,351.346,348.428,346.525,342.487,304.216,328.754,341.938,336.09,335.503,334.941,335.966,297.455,321.012,340.382,335.091,331.388,332.687,337.512,300.691,329.737,347.028,343.011,338.621,336.188,334.677,296.939,323.454,332.569,345.221,343.924,352.783,351.843,308.963,333.735,344.726,345.354,344.94,345.48,344.74,301.483,328.781,324.7,322.899,333.584,344.179,339.171,300.782,325.063,343.377,339.757,339.201,336.659,331.475,295.061,323.198,333.948,330.677,329.141,333.293,338.272,299.395,325.934,354.9,355.01,353.495,351.36,346.988,302.546,329.816,343.375,339.33,339.593,344.974,338.726,301.721,331.06,347.869,343.466,342.142,345.442,339.075,299.93,326.739,342.257,347.759,339.016,339.469,342.53,304.147,329.877,355.926,351.538,349.836,349.143,348.673,309.678,337.292,346.482,345.958,347.386
NR_MSC_4,Total Mobile Traffic ERL,404.656,377.441,396.222,403.395,404.717,416.775,404.118,,383.119,401.118,409.722,405.596,405.723,405.98,409.424,383.246,400.24,410.039,407.588,410.799,423.728,494.424,352.884,351.952,358.342,370.813,374.403,373.739,373.04,348.97,360.665,368.419,371.173,370.75,367.819,371.391,351.75,362.68,382.379,384.772,384.708,384.59,375.175,358.256,365.282,371.304,374.752,371.971,379.918,386.532,383.257,371.281,722.733,406.91,381.488,378.713,417.239,393.461,409.821,434.769,429.329,427.677,411.926,414.061,384.416,407.088,427.611,424.339,421.866,432.554,424.076,383.902,410.787,425.008,423.343,425.763,424.028,419.907,381.775,413.212,431.753,436.446,434.737,429.636,431.116,389.133,421.18,452.895,447.582,445.668,442.824,435.244,392.894,421.726,436.175,434.524,430.664,430.403,262.336,218.985,204.162,432.697,156.417,425.081,426.071,284.216,381.198,421.079,407.375,419.224,417.7,421.973,419.752,376.558,403.931,414.05,428.227,427.336,427.806,388.283,465.693,419.697,406.585,404.111,410.469,407.157,404.049,376.726,403.043,415.954,417.348,415.736,413.132,407.966,368.632,396.002,411.574,406.436,405.914,404.98,402.131,370.976,385.784,403.606,399.441,398.933,398.935,411.282,361.7,376.927,405.27,400.543,399.377,392.278,297.309,179.751,319.473,393.601,389.32,385.86,378.266,387.744,173.489,366.03,377.447,368.432,364.963,367.836,312.322,331.518,179.935,368.623,362.659,360.789,331.096,343.159,318.057,343.766,372.335,370.067,340.466,363.588,295.638,328.694,353.298,367.596,361.827,361.129,360.832,359.003,318.877,347.285,364.926,357.995,359.819,356.675,354.906,316.598,342.826,357.538,355.798,354.08,354.465,350.085,314.68,341.048,356.631,377.21,370.158,368.167,360.698,321.14,346.005,359.059,358.156,354.492,356.907,352.225,312.366,339.947,353.365,,,355.815,351.581,312.842,341.255,351.431,354.551,353.252,352.958,350.022,311.883,338.043,352.346,344.521,348.713,352.178,362.326,321.954,347.596,362.772,362.736,364.528,365.787,359.287,320.966,348.763,360.254,355.911,356.657,357.367,361.347,316.324,343.14,359.673,354.466,353.537,356.759,352.811,313.408,342.886,359.256,355.402,352.341,355.05,354.939,311.642,335.383,367.872,369.329,365.736,363.144,358.437,319.555,344.556,356.637,352.578,350.36,350.015,350.355,310.908,335.09,355.601,351.093,349.792,349.848,354.356,317.266,346.74,364.256,357.682,357.722,356.689,355.075,317.256,345.788,355.418,367.519,366.99,376.036,374.677,330.79,354.419,367.818,368.58,368.706,369.793,367.579,322.681,350.481,346.644,344.871,356.405,366.197,361.316,322.459,348.034,366.864,362.836,361.827,358.501,352.597,315.247,343.692,355.745,352.857,351.433,355.81,360.224,321.148,347.626,379.119,377.801,377.201,373.97,369.597,325.169,353.338,367.715,364.574,363.467,369.019,364.259,324.164,354.912,372.223,365.373,366.994,371.439,366.668,326.247,355.482,370.418,377.487,367.478,367.797,369.419,330.366,355.84,383.694,377.237,374.988,375.984,374.546,333.392,362.338,372.988,371.412,372.678
NR_MSC_5,Total Mobile Traffic ERL,394.526,366.216,385.568,394.143,397.48,408.326,395.858,,375.337,392.608,402.274,396.853,398.006,398.472,401.483,374.604,391.274,400.379,399.278,403.574,416.32,485.26,342.769,341.332,349.467,360.405,363.762,362.706,363.404,340.126,350.393,360.333,360.558,359.624,358.98,361.554,340.86,353.505,373.515,374.769,373.648,374.948,365.164,346.306,354.898,359.198,364.102,360.7,368.45,376.346,371.741,359.244,708.593,395.02,369.667,367.503,405.668,381.625,398.912,423.064,418.965,417.198,402.289,403.35,373.728,395.853,417.227,413.673,411.73,421.394,413.183,372.739,400.038,414.625,412.69,416.069,413.234,408.762,371.391,403.23,421.458,426.326,422.335,417.611,420.947,376.648,409.091,438.769,434.461,434.159,429.101,423.214,381.268,410.243,424.585,422.91,419.523,418.903,425.595,379.516,408.204,421.005,416.535,412.714,413.624,410.107,367.598,408.15,412.021,406.497,404.97,408.611,406.244,363.855,390.632,402.336,417.527,415.417,415.105,376.46,466.389,406.068,394.182,390.973,397.143,393.73,390.101,364.07,389.519,401.225,404.238,403.207,401.805,395.758,355.952,383.331,397.372,393.796,392.549,390.81,390.018,358.433,373.396,391.269,386.434,385.523,385.817,398.946,346.208,361.915,391.047,385.684,383.201,377.828,375.966,330.419,360.783,379.719,374.697,370.57,363.245,373.5,321.014,349.282,361.77,352.401,349.449,352.13,355.188,314.53,343.832,351.541,346.207,344.539,315.045,326.275,302.64,328.067,356.485,353.116,350.713,346.187,348.268,310.536,335.789,350.421,345.416,345.944,345.578,342.318,303.297,331.622,349.182,342.302,343.288,341.361,337.584,300.681,327.21,341.962,338.255,337.156,339.186,334.552,298.626,324.373,340.472,360.944,354.587,351.682,344.523,305.635,331.836,343.974,343.254,342.937,343.844,338.862,299.306,326.463,338.979,,,342.376,337.784,299.715,327.804,341.453,344.214,341.859,342.091,337.965,299.97,326.468,340.012,332.797,334.979,338.31,349.54,309.022,332.486,348.924,344.806,345.177,347.638,340.934,303.615,331.174,341.95,337.854,339.621,340.464,343.489,298.743,325.451,342.414,337.637,335.792,340.374,336.038,296.861,325.332,342.23,337.122,335.257,338.705,337.962,295.66,319.531,351.618,350.098,347.225,344.311,340.061,302.601,326.703,338.799,333.773,332.934,332.573,332.888,293.644,317.158,337.296,331.655,328.078,330.164,333.77,296.704,325.445,343.256,339.222,334.892,333.161,331.899,293.834,321.325,331.191,343.733,342.717,353.074,351.787,307.355,330.322,344.352,345.493,345.298,345.186,344.094,300.241,328.153,324.891,323.878,334.264,344.123,338.579,299.608,325.589,343.538,341.128,339.353,336.678,330.6,293.853,321.59,333.482,329.719,328.826,332.276,335.723,298.666,325.275,354.523,353.603,353.744,350.377,345.444,301.682,329.39,342.738,338.998,339.256,345.656,340.985,300.804,331.485,348.716,342.976,342.033,344.946,340.187,299.974,327.194,342.023,347.847,340.216,340.422,346.381,305.977,332.051,358.829,353.899,351.815,352.095,346.862,307.955,335.767,346.15,345.946,347.595
NR_MSC_6,Total Mobile Traffic ERL,192.923,163.32,180.25,194.058,202.098,201.466,191.312,,165.129,182.428,193.444,190.32,190.726,191.396,194.623,162.879,180.349,193.881,193.959,198.212,200.701,242.353,164.962,164.904,174.381,174.649,174.454,176.903,178.582,150.139,165.488,179.546,177.906,176.367,175.724,176.138,149.048,164.63,178.814,183.161,181.508,180.37,175.201,149.644,161.792,171.559,172.524,171.418,173.254,178.445,161.67,140.483,310.177,187.93,167.067,159.907,180.232,158.611,181.083,205.543,206.181,204.854,199.265,201.815,160.94,187.235,204.716,204.087,201.923,205.241,201.742,159.951,186.026,202.008,201.744,202.707,199.977,198.099,159.333,188.59,204.572,205.961,204.814,203.119,202.671,161.148,189.09,210.331,209.708,212.566,209.371,205.261,161.544,190.002,203.87,203.042,202.068,200.647,201.386,157.584,185.343,199.695,198.213,196.721,195.472,193.616,152.602,179.408,193.553,193.344,193.646,193.847,192.189,150.61,175.434,188.436,193.464,192.055,191.685,158.61,200.202,166.423,157.935,160.148,165.607,169.327,172.017,140.568,167.429,183.888,185.486,185.236,185.308,183.055,142.624,170.543,186.119,186.005,187.144,186.772,184.525,148.185,170.896,186.686,186.897,187.84,189.308,194.348,148.911,168.639,191.621,193.829,194.122,195.653,191.93,146.657,174.799,192.332,191.469,189.574,187.468,192.97,145.349,170.994,186.395,184.414,183.799,185.309,185.015,143.253,170.564,182.376,180.935,183.329,158.154,166.761,138.132,164.641,184.708,185.39,184.564,184.951,186.674,147.415,172.971,186.801,184.879,184.136,183.523,183.281,142.31,169.193,184.271,181.704,181.46,182.08,180.039,141.038,166.305,179.802,179.603,180.176,180.635,178.092,139.012,163.971,180.433,183.694,185.894,187.769,185.978,143.897,170.061,184.734,184.695,185.021,184.069,181.694,140.772,166.653,179.448,,,182.516,180.734,139.206,164.956,177.604,178.616,178.56,178.743,177.634,138.11,163.61,175.987,172.691,174.225,177.714,182.552,142.172,166.816,183.928,183.128,184.387,185.515,183.727,145.199,169.239,180.621,178.674,179.577,180.534,182.36,139.715,163.936,178.087,176.895,177.432,179.515,176.877,136.941,163.038,177.263,175.523,174.168,175.122,175.749,133.661,156.461,178.298,181.281,182.628,182.382,181.283,141.74,165.874,179.27,178.794,177.421,178.483,178.244,139.307,163.889,179.534,177.621,176.644,176.22,176.591,137.677,164.702,180.926,179.804,177.743,177.15,173.043,133.206,160.543,174.954,178.107,178.441,185.897,185.754,143.753,167.104,183.645,185.801,185.715,187.246,186.293,142.396,168.843,175.325,180.188,181.033,185.655,181.854,141.319,166.64,181.379,180.646,180.186,180.041,176.383,137.372,162.274,176.034,174.885,172.915,176.358,177.601,139.038,164.32,185.042,187.97,280.165,282.081,279.108,211.198,253.153,213.743,202.753,200.564,201.114,196.577,151.254,176.995,196.265,195.446,194.071,195.81,192.793,150.056,176.428,193.163,191.88,190.945,191.551,192.854,150.672,177.262,191.959,192.505,193.925,196.524,195.619,152.999,177.654,191.455,191.824,193.856
NR_MSC_7,Total Mobile Traffic ERL,191.026,161.87,178.498,193.104,199.946,199.403,189.852,,162.481,179.423,191.601,189.277,189.633,190.681,193.427,161.776,178.863,192.81,193.702,196.281,199.281,241.601,163.311,163.974,172.565,173.465,174.188,176.561,177.646,150.045,164.14,178.455,176.435,175.536,174.209,174.885,147.723,163.131,178.115,182.201,181.309,179.307,173.996,148.351,160.48,170.451,171.547,169.596,171.586,176.447,160.665,139.196,306.639,185.317,164.829,157.777,179.187,157.341,179.68,204.561,204.471,204.086,198.519,200.161,159.947,185.723,203.972,203.723,201.377,204.866,201.327,159.618,185.364,201.166,199.826,200.848,199.449,197.263,157.483,186.198,204.031,204.774,203.971,201.325,201.94,159.811,188.231,209.522,209.54,212.331,209.63,205.714,161.277,190.011,204.822,203.293,202.184,200.716,201.944,157.538,185.796,199.694,197.886,196.757,195.819,193.885,151.708,179.265,194.534,193.67,193.966,194.495,192.29,150.51,175.749,188.176,193.297,192.343,192.4,158.502,199.844,166.081,157.559,159.461,164.844,169.306,171.353,140.789,167.222,183.664,185.55,185.063,185.587,183.507,142.036,169.885,185.983,184.864,184.959,185.225,183.115,147.592,169.273,185.185,186.491,186.94,187.876,194.402,147.483,167.535,190.223,192.355,193.122,194.249,190.456,145.884,174.078,191.968,190.068,188.493,186.346,191.576,143.994,170.175,185.594,183.552,183.272,183.955,184.152,142.206,170.197,182.316,180.441,184.377,157.544,166.697,138.036,164.384,184.931,184.269,184.9,185.39,186.795,146.075,172.6,186.397,184.266,183.707,183.223,182.671,142.389,168.342,183.419,181.311,181.757,182.629,179.402,140.13,165.933,180,179.559,179.604,181.546,179.11,139.622,164.549,180.392,184.476,186.233,188.178,185.821,143.47,170.254,184.66,185.342,185.047,184.98,182.79,140.772,166.972,180.27,,,183.598,181.7,140.035,165.726,178.57,179.495,179.866,179.831,178.57,138.524,164.496,177.586,174.033,175.6,178.607,182.845,142.039,166.259,183.643,183.24,185.27,186.408,184.659,145.52,168.901,181.616,179.364,180.686,181.613,182.863,139.751,164.821,180.402,179.324,179.043,180.255,177.878,137.792,163.843,179.212,178.354,176.929,177.686,177.535,135.051,158.262,180.941,182.893,183.593,184.363,183.726,142.805,167.109,181.082,180.499,179.565,180.051,179.142,139.859,165.311,180.554,178.772,178.173,178.15,178.176,138.027,166.152,181.857,180.773,178.643,177.65,173.989,133.558,161.226,175.44,178.684,179.535,186.97,186.608,143.377,167.539,184.136,185.972,187.059,187.917,187.135,143.196,168.611,175.879,177.015,181.361,185.713,182.419,140.832,165.725,181.852,182.114,181.982,180.701,176.556,137.248,162.254,176.472,175.622,174.041,176.966,178.277,138.805,164.816,185.429,188.113,185.719,177,133,149,154,125.455,141.586,147.262,153.156,154.009,117.798,142.074,161.318,162.11,163.344,167.173,165.628,127.561,152.56,169.498,169.246,169.282,170.212,171.435,132.857,158.136,173.39,174.258,175.783,179.057,179.727,138.468,162.496,176.671,177.18,179.343
